month_date_yyyymm,postal_code,zip_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202601,20005,"washington, dc",452000.0,-0.0914,-0.2159,45,-0.1089,-0.1509,78.0,0.0265,0.4554,12,5.0,-0.7143,0,,,0.0,0.0,0.0,4.0,0.0,-0.3333,0.0597,-0.0017,0.0048,7.0,-0.1765,-0.2632,639.0,-0.0004,-0.0231,747.0,-0.049,-0.1734,784823.0,-0.0328,0.0439,50,-0.1453,-0.2,0.1556,-0.0128,-0.0237,1.0
202601,20015,"washington, dc",1125000.0,0.0056,-0.0672,19,-0.2963,0.0,74.0,0.2727,0.6897,16,1.0,0.0,0,,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.1266,-0.1081,16.0,0.1429,1.6667,531.0,-0.0386,-0.0581,1868.0,-0.0005,-0.1253,1284248.0,-0.0616,-0.2984,36,-0.122,0.4694,0.8421,0.3236,0.5263,0.0
202601,20024,"washington, dc",370000.0,-0.0476,-0.0098,92,0.0166,-0.0564,86.0,0.0491,0.1176,24,1.0,-0.3333,0,,,0.0,0.0,0.0,12.0,0.0,-0.4,0.1008,-0.0038,-0.0219,12.0,-0.04,-0.3846,452.0,-0.0019,-0.098,828.0,0.0052,0.0292,517999.0,-0.0059,-0.2089,102,-0.0097,-0.1282,0.1304,-0.0077,-0.0696,0.0
202601,20016,"washington, dc",625000.0,0.1468,-0.2331,114,-0.0656,0.6056,87.0,0.1013,0.1918,40,1.8571,0.1111,0,,,0.0,0.0,0.0,16.0,-0.3846,0.6,0.1013,-0.0421,0.0222,25.0,-0.1379,0.1111,517.0,0.0362,-0.0108,1479.0,0.1171,0.0134,1506508.0,0.04,-0.3746,139,-0.0795,0.5027,0.2193,-0.0184,-0.0976,1.0
202601,20020,"washington, dc",350000.0,-0.0604,-0.0849,176,-0.0833,0.2894,88.0,0.0292,0.1503,36,0.3846,0.125,4,0.0,1.0,0.0153,-0.0006,0.0069,36.0,-0.0526,0.2,0.1452,0.001,0.0076,42.0,0.12,-0.2632,258.0,-0.0174,-0.0534,1258.0,-0.0172,0.0483,390868.0,-0.0067,-0.0509,218,-0.048,0.1384,0.2386,0.0433,-0.1789,0.0
202601,20011,"washington, dc",649900.0,-0.0702,-0.0371,192,-0.1742,-0.1504,71.0,0.0144,-0.0208,48,0.2,-0.3514,0,-1.0,-1.0,0.0,-0.0053,-0.011,36.0,-0.0526,-0.3571,0.1246,0.0097,-0.0264,58.0,-0.0413,-0.1343,408.0,-0.0063,-0.0733,1638.0,-0.0463,0.0086,728111.0,-0.0404,0.0351,254,-0.1271,-0.1271,0.3021,0.0419,0.0056,0.0
202601,20008,"washington, dc",539000.0,-0.028,-0.0498,76,-0.1006,0.1429,84.0,0.2824,0.2444,24,0.7143,-0.0769,0,,,0.0,0.0,0.0,16.0,1.6667,1.0,0.1345,0.095,0.078,17.0,-0.2917,-0.4688,562.0,0.0185,-0.0056,1228.0,0.0525,0.1162,1629555.0,-0.0759,-0.1065,93,-0.1308,-0.051,0.2237,-0.0603,-0.2575,0.0
202601,20001,"washington, dc",684975.0,0.0149,-0.0093,179,-0.1415,0.0816,74.0,0.0426,-0.02,48,0.6,-0.3684,0,,-1.0,0.0,0.0,-0.0082,20.0,-0.4118,-0.0909,0.073,-0.0439,-0.0108,37.0,-0.1778,-0.0864,610.0,0.021,0.0163,1170.0,-0.0013,-0.0213,846314.0,0.0214,0.0104,215,-0.1552,0.0437,0.2067,-0.0091,-0.038,0.0
202601,20006,"washington, dc",235000.0,0.0,-0.0927,3,-0.25,-0.4,52.0,0.648,-0.2993,0,-1.0,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,0.0,492.0,0.0243,-0.1265,475.0,-0.0021,0.0188,236225.0,0.0,-0.0765,3,-0.25,-0.5,0.3333,,0.1333,0.0
202601,20037,"washington, dc",594900.0,-0.0244,-0.1709,84,-0.0289,-0.1724,86.0,-0.1134,0.0118,20,1.0,-0.2308,0,,,0.0,0.0,0.0,4.0,-0.5,-0.6667,0.0351,-0.0395,-0.0523,16.0,0.0323,0.0667,671.0,0.0349,-0.0467,1012.0,0.0191,-0.1628,822660.0,-0.123,-0.3049,99,-0.0294,-0.1429,0.1905,0.0113,0.0427,1.0
